"unlist.xx."
"1775901_at"	"YDL212W"
"1775902_at"	"YMR002W"
"1775904_at"	"YMR136W"
"1775906_at"	"YMR299C"
"1775910_at"	"YDR116C"
"1775912_at"	"YIL111W"
"1775915_at"	"YBR234C"
"1775916_at"	"YNL193W"
"1775917_at"	"YNL239W"
"1775918_at"	"YER159C"
"1775919_at"	"YJR125C"
"1775922_at"	"YMR041C"
"1775924_at"	"YPL116W"
"1775925_at"	"YIL136W"
"1775926_at"	"YJL179W"
"1775927_at"	"YDL107W"
"1775928_at"	"YDR226W"
"1775932_at"	"YJL003W"
"1775933_at"	"YLR333C"
"1775934_at"	"YCR108C"
"1775935_at"	"YPL271W"
"1775937_at"	"YMR030W-A"
"1775939_at"	"YOL031C"
"1775944_at"	"YOR367W"
"1775948_at"	"YBR166C"
"1775949_at"	"YHR047C"
"1775951_at"	"YGR058W"
"1775952_at"	"YPR159W"
"1775953_s_at"	"YNL034W"
"1775956_at"	"YGL140C"
"1775957_at"	"YLR412W"
"1775958_at"	"YGL043W"
"1775959_at"	"YGR169C-A"
"1775960_at"	"YBR039W"
"1775962_at"	"YPL146C"
"1775965_at"	"YDR232W"
"1775966_at"	"YNL010W"
"1775968_at"	"YNL064C"
"1775969_at"	"YML013W"
"1775971_at"	"YLR088W"
"1775973_at"	"YCR032W"
"1775974_at"	"YGL202W"
"1775975_at"	"YPL224C"
"1775976_at"	"YFR053C"
"1775978_at"	"YNL048W"
"1775981_at"	"YMR315W-A"
"1775982_at"	"YHR045W"
"1775984_at"	"YOR317W"
"1775986_at"	"YPL268W"
"1775988_at"	"YLR254C"
"1775989_at"	"YDR139C"
"1775990_at"	"YPL087W"
"1775991_s_at"	"YCL073C"
"1775992_at"	"YBL098W"
"1775996_at"	"YGL146C"
"1775999_at"	"YHR083W"
"1776002_s_at1"	"YLR156W"
"1776002_s_at2"	"YLR161W"
"1776002_s_at3"	"YLR159W"
"1776003_at"	"YOR254C"
"1776004_at"	"YPR019W"
"1776006_at"	"YGL188C-A"
"1776009_at"	"YOR361C"
"1776010_at"	"YJL190C"
"1776013_at"	"YKR014C"
"1776014_at"	"YDR087C"
"1776015_at"	"YER110C"
"1776016_at"	"YBR225W"
"1776017_at"	"YDR392W"
"1776019_at"	"YCR024C"
"1776020_at"	"YDR051C"
"1776021_at"	"YOL012C"
"1776022_at"	"YOR136W"
"1776023_at"	"YHR042W"
"1776025_at"	"YBR189W"
"1776027_at"	"YPL160W"
"1776029_at"	"YCR044C"
"1776030_at"	"YHR150W"
"1776033_at"	"YHR100C"
"1776034_at"	"YGR038W"
"1776036_at"	"YMR070W"
"1776041_at"	"YGL180W"
"1776043_at"	"YGL113W"
"1776044_at"	"YGL158W"
"1776045_at"	"YCR033W"
"1776046_at"	"YBR001C"
"1776049_at"	"YNL302C"
"1776054_at"	"YIL056W"
"1776058_at"	"YJR024C"
"1776061_at"	"YHR190W"
"1776063_at"	"YOR358W"
"1776064_at"	"YKL217W"
"1776068_at"	"YPL163C"
"1776069_at"	"YDR359C"
"1776075_at"	"YOR149C"
"1776076_at"	"YPL122C"
"1776077_at"	"YIL137C"
"1776079_at"	"YGR241C"
"1776080_at"	"YGL245W"
"1776081_at"	"YDR510W"
"1776083_at"	"YNR006W"
"1776084_at"	"YPL273W"
"1776085_at"	"YKL157W"
"1776087_at"	"YHR021W-A"
"1776088_at"	"YNR009W"
"1776090_at"	"YIR008C"
"1776091_at"	"YOR340C"
"1776092_at"	"YJR031C"
"1776093_at"	"YDR304C"
"1776094_at"	"YGR013W"
"1776095_at"	"YMR289W"
"1776096_at"	"YER134C"
"1776097_at"	"YHL011C"
"1776102_at"	"YMR183C"
"1776104_at"	"YLR264W"
"1776107_at"	"YBR298C-A"
"1776108_at"	"YNL046W"
"1776109_at"	"YOR117W"
"1776115_at"	"YML014W"
"1776117_at"	"YNL145W"
"1776118_at"	"YLR409C"
"1776120_at"	"YER175W-A"
"1776122_at"	"YML126C"
"1776123_at"	"YDR167W"
"1776125_at"	"YHR061C"
"1776127_at"	"YMR102C"
"1776129_at"	"YJR077C"
"1776132_at"	"YPR188C"
"1776134_at"	"YAL032C"
"1776135_at"	"YPR040W"
"1776136_at"	"YGL208W"
"1776139_at"	"YOR131C"
"1776143_at"	"YIL126W"
"1776145_at"	"YCR100C"
"1776150_at"	"YGL191W"
"1776151_at"	"YGL236C"
"1776152_at"	"YDR475C"
"1776153_at"	"YMR206W"
"1776154_at"	"YBR070C"
"1776155_at"	"YGR180C"
"1776156_at"	"YAL061W"
"1776157_at"	"YKR099W"
"1776158_at"	"YNR048W"
"1776159_at"	"YLR097C"
"1776160_at"	"YKR072C"
"1776161_at"	"YDR358W"
"1776162_at"	"YPR011C"
"1776164_at"	"YJR036C"
"1776165_at"	"YLR426W"
"1776166_at"	"YKL218C"
"1776167_at"	"YER164W"
"1776170_at"	"YMR034C"
"1776171_at"	"YOR335C"
"1776172_at"	"YBR072C-A"
"1776173_at"	"YPR030W"
"1776174_at"	"YIL050W"
"1776178_at"	"YDR132C"
"1776180_at"	"YKL154W"
"1776183_at"	"YDR216W"
"1776187_at"	"YML107C"
"1776188_at"	"YDL110C"
"1776191_at"	"YLR281C"
"1776193_at"	"YBR069C"
"1776196_at"	"YCR082W"
"1776198_at"	"YGL231C"
"1776199_at1"	"YGR118W"
"1776199_at2"	"YPR132W"
"1776204_at"	"YKL151C"
"1776208_at"	"YFR057W"
"1776210_at"	"YGR106C"
"1776211_at"	"YHR119W"
"1776214_at"	"YBR058C-A"
"1776215_at"	"YNL071W"
"1776216_at"	"YDR204W"
"1776217_at"	"YML081C-A"
"1776218_at"	"YDR461W"
"1776223_at"	"YOR362C"
"1776224_at"	"YFR029W"
"1776225_at"	"YHR162W"
"1776226_at"	"YDR122W"
"1776227_at"	"YPL053C"
"1776228_at"	"YPL222W"
"1776229_at"	"YKR019C"
"1776232_at"	"YER039C"
"1776233_at"	"YAL051W"
"1776234_at"	"YDR284C"
"1776235_at"	"YNL262W"
"1776238_at"	"YLL053C"
"1776239_at"	"YIL118W"
"1776241_at"	"YPR037C"
"1776244_at"	"YOR245C"
"1776246_at"	"YFL016C"
"1776248_at"	"YLR090W"
"1776251_at"	"YFR032C-B"
"1776254_at"	"YMR268C"
"1776255_at"	"YOR123C"
"1776257_at"	"YGR250C"
"1776258_at"	"YDR077W"
"1776260_at"	"YPL055C"
"1776262_at"	"YDR399W"
"1776265_at"	"YJL204C"
"1776267_at"	"YOR210W"
"1776268_at"	"YBR221C"
"1776269_at"	"YER151C"
"1776270_at"	"YLR211C"
"1776272_at"	"YMR062C"
"1776273_x_at"	"YHR216W"
"1776275_at"	"YJL077W-B"
"1776278_at"	"YNL096C"
"1776280_at"	"YKL090W"
"1776281_at"	"YKR030W"
"1776282_at"	"YIL095W"
"1776283_at"	"YOL101C"
"1776285_at"	"YOR348C"
"1776290_at"	"YIL158W"
"1776294_at"	"YJL214W"
"1776295_at"	"YDR409W"
"1776297_at"	"YBR211C"
"1776298_at"	"YHR192W"
"1776299_at"	"YGL067W"
"1776302_at"	"YPL247C"
"1776304_at"	"YDR256C"
"1776309_at"	"YFR026C"
"1776310_at"	"YML077W"
"1776311_at"	"YCL001W-B"
"1776312_at"	"YFL003C"
"1776314_at"	"YDR124W"
"1776315_at"	"YDR411C"
"1776317_at"	"YKR006C"
"1776319_at"	"YPL029W"
"1776321_at"	"YAL063C-A"
"1776324_at"	"YER044C-A"
"1776326_at"	"YBR125C"
"1776330_at"	"YCL042W"
"1776332_at"	"YLR403W"
"1776333_at"	"YPR114W"
"1776335_at"	"YLR100W"
"1776337_at"	"YGL017W"
"1776338_at"	"YAL014C"
"1776339_at"	"YLR143W"
"1776341_at"	"YLR289W"
"1776342_at"	"YKL181W"
"1776343_at"	"YDL113C"
"1776344_at"	"YKL006W"
"1776346_at"	"YOR176W"
"1776347_at"	"YMR213W"
"1776348_at"	"YDR021W"
"1776349_s_at"	"YLL066W-B"
"1776350_at"	"YLR431C"
"1776351_at"	"YBL029C-A"
"1776352_at"	"YBL099W"
"1776353_at"	"YMR211W"
"1776354_s_at"	"YMR323W"
"1776355_at"	"YOR089C"
"1776356_at"	"YNL042W"
"1776357_at"	"YPL243W"
"1776359_at"	"YDL036C"
"1776362_at"	"YDR174W"
"1776363_at"	"YLR372W"
"1776365_s_at1"	"YIL069C"
"1776365_s_at2"	"YER074W"
"1776366_at"	"YPL147W"
"1776367_at"	"YNL257C"
"1776368_at"	"YCR027C"
"1776370_at1"	"YFR031C-A"
"1776370_at2"	"YIL018W"
"1776371_at"	"YOL113W"
"1776372_at"	"YLR170C"
"1776378_at"	"YDR103W"
"1776379_at"	"YFL010C"
"1776384_at"	"YLL055W"
"1776385_at"	"YNL039W"
"1776388_at"	"YMR267W"
"1776390_at"	"YBL022C"
"1776391_at"	"YOR188W"
"1776393_at"	"YOR249C"
"1776397_at"	"YIL085C"
"1776399_at"	"YNL218W"
"1776401_at"	"YLR058C"
"1776402_at"	"YMR181C"
"1776403_at"	"YBR086C"
"1776404_at"	"YDR362C"
"1776407_at"	"YGL021W"
"1776409_at"	"YMR022W"
"1776410_at"	"YPR196W"
"1776413_at"	"YDR464W"
"1776414_at"	"YLR099C"
"1776417_at"	"YHR175W"
"1776418_at"	"YDL192W"
"1776419_at"	"YMR256C"
"1776420_at"	"YNL053W"
"1776422_at"	"YCL038C"
"1776423_at"	"YKL139W"
"1776425_at"	"YBR280C"
"1776427_at"	"YNL241C"
"1776428_at"	"YNL311C"
"1776429_at"	"YOR295W"
"1776434_at"	"YBL043W"
"1776440_at"	"YNL323W"
"1776441_at"	"YDR408C"
"1776447_at"	"YHR090C"
"1776449_at"	"YOR208W"
"1776450_at"	"YNL007C"
"1776452_at"	"YIL022W"
"1776457_at"	"YCL052C"
"1776459_at"	"YHR086W-A"
"1776464_at"	"YER017C"
"1776467_at"	"YHL033C"
"1776471_at"	"YGL209W"
"1776472_at"	"YML055W"
"1776473_at"	"YGR009C"
"1776474_at"	"YPR147C"
"1776477_at"	"YDL131W"
"1776478_at"	"YKL210W"
"1776483_at"	"YCL014W"
"1776485_at"	"YHL048W"
"1776490_s_at"	"YER138W-A"
"1776496_at"	"YML111W"
"1776498_at"	"YMR093W"
"1776501_at"	"YMR138W"
"1776502_at"	"YER104W"
"1776507_at"	"YOR301W"
"1776508_at"	"YOL075C"
"1776509_at"	"YKL189W"
"1776514_at"	"YBR231C"
"1776516_at"	"YDL082W"
"1776517_at"	"YJL151C"
"1776520_at"	"YNL211C"
"1776523_at"	"YLL018C"
"1776524_at"	"YBL028C"
"1776525_at"	"YAR018C"
"1776526_at"	"YNL102W"
"1776528_at"	"YDL021W"
"1776529_at"	"YGL093W"
"1776530_at"	"YOR324C"
"1776531_at"	"YDR074W"
"1776536_at"	"YNL187W"
"1776538_at"	"YKL117W"
"1776539_at"	"YOR026W"
"1776541_at"	"YML127W"
"1776542_at"	"YNL231C"
"1776546_at"	"YDL037C"
"1776550_at"	"YDR171W"
"1776552_at"	"YLR182W"
"1776553_at"	"YOL163W"
"1776554_at"	"YDL154W"
"1776555_at"	"YBR120C"
"1776556_at"	"YOR372C"
"1776558_at"	"YMR011W"
"1776560_at"	"YBL093C"
"1776562_at"	"YPR129W"
"1776563_at"	"YMR019W"
"1776565_at"	"YGR131W"
"1776571_at"	"YDR322W"
"1776574_at"	"YPR100W"
"1776576_at"	"YKL093W"
"1776580_at"	"YDR314C"
"1776581_at"	"YDR443C"
"1776583_at"	"YOR382W"
"1776589_at"	"YLR332W"
"1776590_at"	"YAL048C"
"1776594_at"	"YGR093W"
"1776595_at"	"YMR234W"
"1776596_at"	"YDR019C"
"1776597_at"	"YCR008W"
"1776600_at"	"YNL317W"
"1776601_at"	"YPR133W-A"
"1776603_at"	"YER086W"
"1776604_at"	"YDL164C"
"1776607_at"	"YIL068C"
"1776608_at"	"YDR350C"
"1776609_at"	"YKL142W"
"1776610_at"	"YML106W"
"1776611_at"	"YBL071C-B"
"1776613_at"	"YJR129C"
"1776614_at"	"YAL040C"
"1776615_at"	"YJL156C"
"1776617_at"	"YJR005W"
"1776619_at"	"YJR041C"
"1776620_at"	"YPL038W-A"
"1776621_at"	"YKL144C"
"1776623_at"	"YER075C"
"1776624_at"	"YOR374W"
"1776626_at"	"YGL028C"
"1776630_at"	"YGR154C"
"1776632_at"	"YOL095C"
"1776633_at"	"YNL247W"
"1776634_at"	"YBR161W"
"1776635_at"	"YGR146C-A"
"1776636_s_at1"	"YPR080W"
"1776636_s_at2"	"YBR118W"
"1776638_at"	"YPR199C"
"1776643_at"	"YGR230W"
"1776644_at"	"YKR058W"
"1776646_at"	"YER076C"
"1776647_at"	"YKR095W-A"
"1776650_at"	"YKL106W"
"1776651_at"	"YKR004C"
"1776654_at"	"YML068W"
"1776655_at"	"YML100W-A"
"1776658_at"	"YJL217W"
"1776662_at"	"YHR164C"
"1776663_at"	"YNL213C"
"1776664_at"	"YFL053W"
"1776665_at"	"YNL232W"
"1776666_at"	"YER112W"
"1776667_at"	"YBL080C"
"1776670_at"	"YFL042C"
"1776671_at"	"YOL125W"
"1776672_at"	"YOL016C"
"1776673_at"	"YNL036W"
"1776675_at"	"YOL103W"
"1776678_at"	"YOR276W"
"1776679_at"	"YHL047C"
"1776680_at"	"YGR236C"
"1776685_at"	"YPR018W"
"1776686_at"	"YPL040C"
"1776687_at"	"YFL021W"
"1776689_at"	"YER087W"
"1776694_at"	"YGL159W"
"1776695_at"	"YER074W-A"
"1776697_at"	"YBR061C"
"1776698_at"	"YLR036C"
"1776699_at"	"YHR205W"
"1776702_at"	"YIL129C"
"1776704_at"	"YKL028W"
"1776705_at"	"YLR432W"
"1776707_at"	"YGL201C"
"1776708_at"	"YGL115W"
"1776709_at"	"YML130C"
"1776711_at"	"YGR229C"
"1776715_at"	"YKL134C"
"1776717_at"	"YDR487C"
"1776718_at"	"YDL002C"
"1776719_at"	"YLR393W"
"1776721_at"	"YHR094C"
"1776724_at"	"YLR238W"
"1776725_at"	"YOR226C"
"1776727_at"	"YOL029C"
"1776729_at"	"YMR052W"
"1776731_at"	"YBR123C"
"1776732_at"	"YPL169C"
"1776734_at"	"YHR027C"
"1776735_at"	"YER056C-A"
"1776736_at"	"YLR419W"
"1776744_at"	"YDR335W"
"1776745_at"	"YDL017W"
"1776748_at"	"YLR449W"
"1776749_at"	"YIR038C"
"1776752_at"	"YLR361C"
"1776754_at"	"YOR140W"
"1776757_at"	"YPL241C"
"1776759_at"	"YKL107W"
"1776760_at"	"YLR216C"
"1776761_at"	"YOR211C"
"1776763_at"	"YPL256C"
"1776764_at"	"YAL037W"
"1776766_at"	"YDL039C"
"1776767_at"	"YLL062C"
"1776768_at"	"YLR377C"
"1776769_at"	"YCL005W-A"
"1776770_at"	"YNR051C"
"1776772_at"	"YMR251W"
"1776773_at"	"YDR011W"
"1776774_at"	"YPR119W"
"1776776_at"	"YBR073W"
"1776777_at"	"YMR276W"
"1776778_at"	"YMR081C"
"1776781_at"	"YDR016C"
"1776783_at"	"YDR177W"
"1776787_at"	"YEL037C"
"1776790_at"	"YOR132W"
"1776791_at"	"YGL205W"
"1776792_at"	"YBR261C"
"1776793_at"	"YGR189C"
"1776797_at"	"YNL138W"
"1776799_at"	"YPL104W"
"1776801_at"	"YOR048C"
"1776805_at"	"YHR106W"
"1776807_at"	"YOL004W"
"1776809_at"	"YGR206W"
"1776810_at"	"YGR101W"
"1776811_at"	"YKL029C"
"1776812_at"	"YOL070C"
"1776813_at"	"YPR007C"
"1776814_at"	"YDL135C"
"1776817_at"	"YPR172W"
"1776820_at"	"YHR080C"
"1776825_at"	"YBR029C"
"1776828_at"	"YIL169C"
"1776829_at"	"YCL026C-B"
"1776835_at"	"YGL079W"
"1776837_at"	"YML058W-A"
"1776838_at"	"YJR102C"
"1776841_at"	"YER090W"
"1776842_at"	"YHR132C"
"1776843_at"	"YBL023C"
"1776845_at"	"YDL123W"
"1776846_at"	"YLR292C"
"1776853_at"	"YMR230W"
"1776854_at"	"YMR124W"
"1776856_at"	"YNL246W"
"1776857_at"	"YMR296C"
"1776858_at"	"YML088W"
"1776859_at"	"YDL014W"
"1776860_at"	"YDL010W"
"1776863_at"	"YAR042W"
"1776864_at"	"YMR127C"
"1776865_at"	"YKL071W"
"1776869_at"	"YHL017W"
"1776872_at"	"YKL088W"
"1776874_at"	"YMR167W"
"1776875_at"	"YLR399C"
"1776876_at"	"YPR008W"
"1776877_at"	"YDR023W"
"1776878_at"	"YOL137W"
"1776879_at"	"YIL048W"
"1776883_at"	"YNL305C"
"1776884_at"	"YPR063C"
"1776885_at"	"YHR084W"
"1776886_at"	"YGL232W"
"1776887_at"	"YPR083W"
"1776891_at"	"YPL232W"
"1776896_at"	"YLR146C"
"1776901_at"	"YJL077C"
"1776905_at"	"YNR015W"
"1776906_at"	"YPR054W"
"1776908_at"	"YNL131W"
"1776909_at"	"YBL004W"
"1776910_at"	"YMR100W"
"1776912_at"	"YPL162C"
"1776913_at"	"YOL057W"
"1776914_at"	"YLR456W"
"1776919_at"	"YBL032W"
"1776921_at"	"YER171W"
"1776923_at"	"YPL135W"
"1776925_at"	"YBL059C-A"
"1776926_at"	"YGL176C"
"1776927_at"	"YGL147C"
"1776928_at"	"YOR286W"
"1776930_at"	"YNL115C"
"1776931_x_at1"	"YLL064C"
"1776931_x_at2"	"YNR076W"
"1776933_at"	"YPL202C"
"1776934_at"	"YGL064C"
"1776935_at"	"YNR049C"
"1776936_at"	"YOL056W"
"1776937_at"	"YOR311C"
"1776940_s_at"	"YNL302C"
"1776941_at"	"YDR527W"
"1776944_at"	"YGR289C"
"1776946_at"	"YOR130C"
"1776947_at"	"YIR009W"
"1776948_at"	"YGL037C"
"1776949_at"	"YBR013C"
"1776951_at"	"YOL086C"
"1776953_at"	"YPL246C"
"1776954_at"	"YGL098W"
"1776957_at"	"YLR162W"
"1776958_at"	"YNL058C"
"1776959_at"	"YCR002C"
"1776961_at"	"YKL152C"
"1776964_at"	"YHR105W"
"1776967_at"	"YDR503C"
"1776968_at"	"YOR065W"
"1776969_at"	"YOR034C-A"
"1776975_at"	"YPL236C"
"1776978_at"	"YLR290C"
"1776983_at"	"YNL172W"
"1776987_at"	"YBR080C"
"1776988_at"	"YER008C"
"1776989_at"	"YGR122W"
"1776992_at"	"YGL032C"
"1776993_at"	"YER001W"
"1776994_at"	"YEL002C"
"1776996_at"	"YNL255C"
"1776998_at"	"YDL171C"
"1776999_at"	"YPL052W"
"1777004_at"	"YLR455W"
"1777007_at"	"YKL101W"
"1777009_at"	"YBR274W"
"1777010_at"	"YLL041C"
"1777012_at"	"YJL081C"
"1777013_at"	"YGR147C"
"1777016_at"	"YBL081W"
"1777017_at"	"YGR237C"
"1777018_at"	"YJR133W"
"1777019_at"	"YOR204W"
"1777020_at"	"YHR052W"
"1777021_at"	"YNR018W"
"1777022_at"	"YOR212W"
"1777024_at"	"YBL059W"
"1777027_at"	"YLR375W"
"1777028_at"	"YBL091C"
"1777029_at"	"YFR040W"
"1777030_at"	"YDR476C"
"1777032_at"	"YKL155C"
"1777033_at"	"YOR383C"
"1777034_at"	"YOR143C"
"1777035_at1"	"YKR094C"
"1777035_at2"	"YIL148W"
"1777039_at"	"YMR207C"
"1777041_at"	"YER032W"
"1777042_at"	"YDR513W"
"1777043_at"	"YGL060W"
"1777044_at"	"YOR352W"
"1777046_at"	"YLR439W"
"1777047_at"	"YNL022C"
"1777048_at"	"YHR179W"
"1777049_at"	"YMR080C"
"1777051_at"	"YPL086C"
"1777053_at"	"YPR026W"
"1777056_at"	"YHR168W"
"1777059_at"	"YJL006C"
"1777060_at"	"YDL092W"
"1777065_at"	"YPL046C"
"1777069_at"	"YMR166C"
"1777077_at"	"YNL245C"
"1777079_at"	"YGR143W"
"1777080_at"	"YJL101C"
"1777081_at"	"YOL159C"
"1777083_at"	"YLR443W"
"1777085_at"	"YOL164W"
"1777086_at"	"YLL010C"
"1777087_at"	"YKR048C"
"1777088_at"	"YBR272C"
"1777092_at"	"YGR276C"
"1777093_at"	"YMR218C"
"1777094_at"	"YDR427W"
"1777095_at"	"YLL046C"
"1777096_at"	"YCR106W"
"1777097_at"	"YJR109C"
"1777099_at"	"YLR191W"
"1777100_at"	"YDR312W"
"1777102_at"	"YAL030W"
"1777104_at"	"YML073C"
"1777106_at"	"YNL274C"
"1777107_at"	"YOR268C"
"1777109_at"	"YGL227W"
"1777111_at"	"YNL004W"
"1777112_at"	"YDR294C"
"1777114_at"	"YPR120C"
"1777119_at"	"YDR386W"
"1777120_at"	"YER048C"
"1777121_at"	"YDR156W"
"1777122_at"	"YOL014W"
"1777123_at"	"YLR228C"
"1777126_at"	"YER155C"
"1777128_at"	"YGR153W"
"1777129_at"	"YKL095W"
"1777130_at"	"YIL131C"
"1777133_at"	"YNL173C"
"1777134_at"	"YGL103W"
"1777137_at"	"YGR109W-B"
"1777138_at"	"YKL052C"
"1777140_at"	"YDL126C"
"1777141_at"	"YLR019W"
"1777143_s_at"	"YDL246C"
"1777145_at"	"YJR080C"
"1777146_at"	"YAL056W"
"1777149_at"	"YER188C-A"
"1777150_at"	"YNL315C"
"1777152_at"	"YNR056C"
"1777153_at"	"YPR112C"
"1777154_at"	"YFL038C"
"1777156_at"	"YNL316C"
"1777157_at"	"YML114C"
"1777158_at"	"YMR258C"
"1777168_at"	"YOR196C"
"1777170_at"	"YNL260C"
"1777171_at"	"YAL044W-A"
"1777174_at"	"YDL190C"
"1777175_at"	"YGR121C"
"1777178_at"	"YJL128C"
"1777180_at"	"YPR138C"
"1777181_at"	"YOR281C"
"1777183_at"	"YOR109W"
"1777184_at"	"YFR012W"
"1777186_at"	"YBR170C"
"1777188_at"	"YHR213W"
"1777189_at"	"YOL089C"
"1777191_at"	"YOL159C-A"
"1777192_at"	"YBR052C"
"1777196_at"	"YKR097W"
"1777198_at"	"YJR030C"
"1777199_at"	"YMR312W"
"1777204_at"	"YLR068W"
"1777206_at"	"YJL010C"
"1777207_at"	"YGR109C"
"1777211_at"	"YLR176C"
"1777212_at"	"YIL071C"
"1777214_at"	"YNL162W-A"
"1777215_at"	"YGR054W"
"1777217_at"	"YLR022C"
"1777218_at"	"YIL119C"
"1777219_at"	"YNL134C"
"1777222_at"	"YBR148W"
"1777223_at"	"YGR127W"
"1777225_at"	"YER133W"
"1777227_at1"	"YBL087C"
"1777227_at2"	"YER117W"
"1777228_at"	"YMR230W-A"
"1777230_at"	"YHR028C"
"1777232_at"	"YDR317W"
"1777233_at"	"YLR250W"
"1777234_at"	"YGR119C"
"1777237_at"	"YLR044C"
"1777238_at"	"YGR174C"
"1777239_at"	"YGL258W-A"
"1777240_at"	"YCL001W"
"1777241_at"	"YOL121C"
"1777242_at"	"YLR060W"
"1777244_at"	"YFR052W"
"1777245_at"	"YNR023W"
"1777247_at"	"YIL049W"
"1777248_at"	"YIR003W"
"1777253_at"	"YOR230W"
"1777255_at"	"YDL193W"
"1777257_at"	"YOR197W"
"1777258_at"	"YDL070W"
"1777260_at"	"YNL208W"
"1777263_at"	"YGL123W"
"1777266_at"	"YOR160W"
"1777268_at"	"YJR019C"
"1777269_at"	"YJR050W"
"1777271_at"	"YOL147C"
"1777272_at"	"YHR165C"
"1777276_at"	"YER098W"
"1777277_at"	"YDR267C"
"1777278_at"	"YIL051C"
"1777282_at"	"YCR009C"
"1777284_at"	"YBL029W"
"1777286_s_at"	"YAR071W"
"1777289_at"	"YPR133C"
"1777292_at"	"YGR136W"
"1777293_at"	"YBL071W-A"
"1777294_at"	"YML054C-A"
"1777295_at"	"YDL111C"
"1777298_at"	"YIL152W"
"1777299_at"	"YGL075C"
"1777301_at"	"YHR102W"
"1777302_at"	"YOR027W"
"1777305_at"	"YPL074W"
"1777306_at"	"YDR229W"
"1777309_at"	"YBR085W"
"1777311_at"	"YIL130W"
"1777312_at"	"YHR025W"
"1777314_at"	"YJR007W"
"1777315_at"	"YCL012C"
"1777316_at"	"YLR078C"
"1777317_at"	"YKL213C"
"1777318_at"	"YML119W"
"1777319_at"	"YHR153C"
"1777320_at"	"YPL254W"
"1777321_at"	"YDR529C"
"1777325_at"	"YDR446W"
"1777327_at"	"YDL090C"
"1777328_at"	"YJL127C-B"
"1777329_at"	"YOL051W"
"1777332_at"	"YLR015W"
"1777334_at"	"YKL141W"
"1777335_at"	"YJR066W"
"1777336_at"	"YIL065C"
"1777337_at"	"YNL137C"
"1777341_at"	"YBL038W"
"1777342_at"	"YCR084C"
"1777343_at"	"YNL202W"
"1777344_at"	"YJR148W"
"1777345_at"	"YKL197C"
"1777350_at"	"YAL060W"
"1777351_at"	"YDR410C"
"1777352_at"	"YGL181W"
"1777353_at"	"YLR335W"
"1777355_at"	"YDR138W"
"1777356_at"	"YOL102C"
"1777357_at"	"YPL179W"
"1777358_at"	"YPR041W"
"1777359_at"	"YCL029C"
"1777362_at"	"YOR023C"
"1777364_s_at"	"YIL082W-A"
"1777366_at"	"YIL045W"
"1777367_at"	"YBR156C"
"1777368_at"	"YMR292W"
"1777369_at"	"YER118C"
"1777371_at"	"YPL110C"
"1777372_at"	"YGR150C"
"1777374_at"	"YGL009C"
"1777376_at"	"YKR093W"
"1777379_s_at1"	"YMR242C"
"1777379_s_at2"	"YOR312C"
"1777381_at"	"YKL032C"
"1777382_at"	"YDL156W"
"1777383_at"	"YOR092W"
"1777384_at"	"YML047C"
"1777386_at"	"YCR077C"
"1777387_at"	"YHR098C"
"1777388_at"	"YGL184C"
"1777389_at"	"YNR069C"
"1777391_at"	"YBR035C"
"1777394_at"	"YLL042C"
"1777395_at"	"YMR047C"
"1777396_at"	"YBR127C"
"1777399_at"	"YHR013C"
"1777402_at"	"YOR186W"
"1777403_at"	"YHR148W"
"1777404_at"	"YER068W"
"1777405_at"	"YHR088W"
"1777409_at"	"YCR015C"
"1777413_s_at1"	"YDR385W"
"1777413_s_at2"	"YOR133W"
"1777414_at"	"YGL045W"
"1777416_at"	"YEL053C"
"1777417_at"	"YDR289C"
"1777418_at"	"YER029C"
"1777421_at"	"YEL072W"
"1777424_at"	"YHR029C"
"1777429_at"	"YIL043C"
"1777440_at"	"YGL139W"
"1777442_at"	"YGL087C"
"1777443_at"	"YGL127C"
"1777444_at"	"YMR174C"
"1777445_at"	"YAR068W"
"1777448_at"	"YDL224C"
"1777449_at"	"YIR014W"
"1777451_at"	"YKL098W"
"1777452_at"	"YDR031W"
"1777453_at"	"YIL139C"
"1777455_at"	"YDR173C"
"1777456_at"	"YKL215C"
"1777457_s_at"	"YCR107W"
"1777458_at"	"YNL069C"
"1777461_at"	"YJR122W"
"1777462_at"	"YOR201C"
"1777463_at"	"YMR191W"
"1777464_at"	"YGL230C"
"1777465_at"	"YIL031W"
"1777467_at"	"YNL157W"
"1777472_at"	"YOL164W-A"
"1777473_at"	"YLR219W"
"1777474_at"	"YPR058W"
"1777476_at"	"YPR158W"
"1777477_at"	"YCR034W"
"1777479_at"	"YER057C"
"1777481_at"	"YNL227C"
"1777482_at"	"YOR111W"
"1777486_at"	"YBR256C"
"1777489_at"	"YGL246C"
"1777493_at"	"YNL127W"
"1777495_at"	"YBL069W"
"1777497_at"	"YBR288C"
"1777498_at"	"YER120W"
"1777504_at"	"YJL034W"
"1777509_at"	"YNL278W"
"1777510_at"	"YER130C"
"1777511_at"	"YOR215C"
"1777513_at"	"YOL091W"
"1777514_at"	"YDR084C"
"1777517_at"	"YCR045C"
"1777524_at"	"YLR447C"
"1777525_at"	"YOR220W"
"1777526_at"	"YJL104W"
"1777528_at"	"YPR102C"
"1777531_at"	"YIL067C"
"1777533_at"	"YJR044C"
"1777536_at"	"YGR067C"
"1777539_at"	"YDR201W"
"1777542_at"	"YKL182W"
"1777543_at"	"YGL200C"
